contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY251126P00659000,SPY,2025-11-26,659.00,put,0.01,0.01,0.00,0,0.01,198,3198,4233,2025-11-26,0.21487,-0.00287,0.00115,-0.03339,0.00313,-0.00005
SPY251126C00660000,SPY,2025-11-26,660.00,call,20.25,20.12,18.78,1,21.47,1,443,2550,2025-11-26,0.37097,0.93679,0.00940,-0.88425,0.04414,0.01689
SPY251126P00660000,SPY,2025-11-26,660.00,put,0.01,0.01,0.00,0,0.01,625,13199,7856,2025-11-26,0.21487,-0.00430,0.00165,-0.04800,0.00450,-0.00008
SPY251126C00661000,SPY,2025-11-26,661.00,call,19.06,19.12,17.78,1,20.47,1,143,802,2025-11-26,0.35146,0.93698,0.00990,-0.83953,0.04404,0.01692
SPY251126P00661000,SPY,2025-11-26,661.00,put,0.01,0.01,0.00,0,0.01,182,14644,4299,2025-11-26,0.19536,-0.00306,0.00134,-0.03218,0.00332,-0.00006
SPY251126C00662000,SPY,2025-11-26,662.00,call,18.08,18.12,16.78,1,19.47,1,354,2202,2025-11-26,0.35146,0.92615,0.01119,-0.93956,0.04977,0.01675
SPY251126P00662000,SPY,2025-11-26,662.00,put,0.01,0.01,0.00,0,0.01,182,13731,3456,2025-11-26,0.19536,-0.00476,0.00199,-0.04772,0.00492,-0.00009
SPY251126C00663000,SPY,2025-11-26,663.00,call,17.27,17.12,15.78,1,18.47,1,151,1978,2025-11-26,0.33194,0.92575,0.01189,-0.89447,0.04997,0.01677
SPY251126P00663000,SPY,2025-11-26,663.00,put,0.01,0.01,0.00,0,0.01,182,13726,4530,2025-11-26,0.17585,-0.00331,0.00160,-0.03101,0.00355,-0.00006
SPY251126C00664000,SPY,2025-11-26,664.00,call,16.24,16.12,14.78,1,17.47,1,364,890,2025-11-26,0.31243,0.92533,0.01269,-0.84916,0.05019,0.01679
SPY251126P00664000,SPY,2025-11-26,664.00,put,0.01,0.01,0.00,0,0.01,182,20444,4910,2025-11-26,0.17585,-0.00536,0.00246,-0.04770,0.00547,-0.00010
SPY251126C00665000,SPY,2025-11-26,665.00,call,15.23,15.12,13.78,1,16.47,1,848,1847,2025-11-26,0.29292,0.92489,0.01360,-0.80363,0.05042,0.01681
SPY251126P00665000,SPY,2025-11-26,665.00,put,0.01,0.01,0.00,0,0.01,182,22758,13358,2025-11-26,0.15634,-0.00362,0.00195,-0.02988,0.00386,-0.00007
SPY251126C00666000,SPY,2025-11-26,666.00,call,14.23,13.59,12.78,1,14.40,150,388,1632,2025-11-26,0.01976,1.00000,0.00000,-0.07079,0.00000,0.01824
SPY251126P00666000,SPY,2025-11-26,666.00,put,0.01,0.01,0.00,0,0.01,182,10093,6335,2025-11-26,0.15634,-0.00618,0.00314,-0.04808,0.00621,-0.00012
SPY251126C00667000,SPY,2025-11-26,667.00,call,13.35,13.12,11.78,1,14.47,1,499,2707,2025-11-26,0.27341,0.90833,0.01693,-0.86488,0.05857,0.01655
SPY251126P00667000,SPY,2025-11-26,667.00,put,0.01,0.01,0.00,0,0.01,2981,21870,6690,2025-11-26,0.13683,-0.00405,0.00246,-0.02886,0.00426,-0.00008
SPY251126C00668000,SPY,2025-11-26,668.00,call,12.24,11.98,11.57,1,12.40,150,916,3252,2025-11-26,0.21487,0.94018,0.01555,-0.52090,0.04228,0.01718
SPY251126P00668000,SPY,2025-11-26,668.00,put,0.01,0.01,0.00,0,0.01,336,19042,6891,2025-11-26,0.13683,-0.00737,0.00419,-0.04909,0.00725,-0.00014
SPY251126C00669000,SPY,2025-11-26,669.00,call,11.18,10.96,10.55,2,11.38,150,1832,4443,2025-11-26,0.19536,0.94113,0.01689,-0.47466,0.04175,0.01723
SPY251126P00669000,SPY,2025-11-26,669.00,put,0.01,0.01,0.00,0,0.01,336,29230,8599,2025-11-26,0.11731,-0.00467,0.00326,-0.02803,0.00484,-0.00009
SPY251126C00670000,SPY,2025-11-26,670.00,call,10.25,9.59,8.78,2,10.40,150,2808,6285,2025-11-26,0.01976,1.00000,0.00000,-0.07121,0.00000,0.01835
SPY251126P00670000,SPY,2025-11-26,670.00,put,0.01,0.01,0.00,0,0.01,646,72455,13038,2025-11-26,0.11731,-0.00923,0.00595,-0.05117,0.00884,-0.00017
SPY251126C00671000,SPY,2025-11-26,671.00,call,9.25,8.69,8.01,2,9.37,150,3310,4475,2025-11-26,0.01976,1.00000,0.00000,-0.07132,0.00000,0.01838
SPY251126P00671000,SPY,2025-11-26,671.00,put,0.01,0.01,0.00,0,0.01,279,23713,8519,2025-11-26,0.09780,-0.00564,0.00462,-0.02758,0.00572,-0.00011
SPY251126C00672000,SPY,2025-11-26,672.00,call,8.28,7.58,6.78,2,8.38,150,3956,4070,2025-11-26,0.01976,1.00000,0.00000,-0.07143,0.00000,0.01841
SPY251126P00672000,SPY,2025-11-26,672.00,put,0.01,0.01,0.00,0,0.01,247,52471,9006,2025-11-26,0.09780,-0.01244,0.00926,-0.05517,0.01147,-0.00023
SPY251126C00673000,SPY,2025-11-26,673.00,call,7.10,6.67,5.99,2,7.35,150,9143,7534,2025-11-26,0.01976,1.00000,0.00000,-0.07153,0.00000,0.01844
SPY251126P00673000,SPY,2025-11-26,673.00,put,0.01,0.01,0.00,0,0.01,341,111886,8584,2025-11-26,0.07829,-0.00738,0.00733,-0.02790,0.00726,-0.00014
SPY251126C00674000,SPY,2025-11-26,674.00,call,6.20,5.58,4.78,2,6.38,150,14487,7679,2025-11-26,0.01976,1.00000,0.00000,-0.07164,0.00000,0.01846
SPY251126P00674000,SPY,2025-11-26,674.00,put,0.01,0.01,0.00,0,0.01,341,141962,11364,2025-11-26,0.07829,-0.01895,0.01661,-0.06305,0.01646,-0.00035
SPY251126C00675000,SPY,2025-11-26,675.00,call,5.26,4.49,3.78,2,5.20,7,20311,9491,2025-11-26,0.01976,1.00000,0.00000,-0.07175,0.00000,0.01849
SPY251126P00675000,SPY,2025-11-26,675.00,put,0.01,0.01,0.00,0,0.01,1003,199635,9706,2025-11-26,0.05878,-0.01125,0.01412,-0.03006,0.01051,-0.00021
SPY251126C00676000,SPY,2025-11-26,676.00,call,4.15,4.17,4.00,1,4.35,150,30756,5071,2025-11-26,0.11731,0.81714,0.06350,-0.61160,0.09428,0.01510
SPY251126P00676000,SPY,2025-11-26,676.00,put,0.01,0.01,0.00,0,0.01,59,195778,3583,2025-11-26,0.05878,-0.03588,0.03771,-0.07985,0.02805,-0.00067
SPY251126C00677000,SPY,2025-11-26,677.00,call,3.19,3.09,2.98,2,3.21,7,68198,6282,2025-11-26,0.09780,0.78672,0.08359,-0.56246,0.10347,0.01456
SPY251126P00677000,SPY,2025-11-26,677.00,put,0.01,0.01,0.01,99,0.02,342,310753,1057,2025-11-26,0.03927,-0.02414,0.04062,-0.03789,0.02019,-0.00045
SPY251126C00678000,SPY,2025-11-26,678.00,call,2.10,2.74,1.98,2,3.50,1,241457,9536,2025-11-26,0.11731,0.66400,0.08739,-0.80882,0.12976,0.01229
SPY251126P00678000,SPY,2025-11-26,678.00,put,0.01,0.01,0.00,0,0.01,234,416064,1690,2025-11-26,0.01976,-0.00627,0.02515,-0.00576,0.00629,-0.00012
SPY251126C00679000,SPY,2025-11-26,679.00,call,0.99,1.13,1.06,16,1.20,7,406364,11395,2025-11-26,0.03927,0.70532,0.24686,-0.29174,0.12269,0.01311
SPY251126P00679000,SPY,2025-11-26,679.00,put,0.01,0.01,0.00,0,0.01,547,392447,464,2025-11-26,0.01976,-0.14202,0.31977,-0.06871,0.07996,-0.00265
SPY251126C00680000,SPY,2025-11-26,680.00,call,0.15,0.15,0.12,150,0.18,15,729963,15760,2025-11-26,0.01976,0.36247,0.53354,-0.15795,0.13341,0.00674
SPY251126P00680000,SPY,2025-11-26,680.00,put,0.02,0.01,0.01,6060,0.02,46,672209,779,2025-11-26,0.01976,-0.63753,0.53354,-0.08567,0.13341,-0.01188
SPY251126C00681000,SPY,2025-11-26,681.00,call,0.01,0.01,0.00,0,0.01,1252,901536,12534,2025-11-26,0.01976,0.03812,0.11789,-0.03187,0.02948,0.00071
SPY251126P00681000,SPY,2025-11-26,681.00,put,0.89,0.81,0.68,150,0.95,150,432173,9,2025-11-26,0.01976,-0.96188,0.11789,0.04051,0.02948,-0.01795
SPY251126C00682000,SPY,2025-11-26,682.00,call,0.01,0.01,0.00,0,0.01,1956,686453,6698,2025-11-26,0.03927,0.05423,0.07875,-0.08076,0.03914,0.00101
SPY251126P00682000,SPY,2025-11-26,682.00,put,1.90,2.46,1.71,150,3.21,1,129404,5,2025-11-26,0.05878,-0.85802,0.10746,-0.17270,0.07994,-0.01604
SPY251126C00683000,SPY,2025-11-26,683.00,call,0.01,0.01,0.00,0,0.01,2941,355904,3893,2025-11-26,0.03927,0.01022,0.01945,-0.01972,0.00967,0.00019
SPY251126P00683000,SPY,2025-11-26,683.00,put,2.80,3.46,2.71,150,4.21,1,29461,4,2025-11-26,0.07829,-0.87720,0.07300,-0.21940,0.07233,-0.01643
SPY251126C00684000,SPY,2025-11-26,684.00,call,0.01,0.01,0.00,0,0.01,1760,112602,3197,2025-11-26,0.05878,0.02152,0.02464,-0.05543,0.01833,0.00040
SPY251126P00684000,SPY,2025-11-26,684.00,put,3.65,3.75,2.51,1,5.00,1,7814,4,2025-11-26,0.01976,-1.00000,0.00000,0.07270,0.00000,-0.01874
SPY251126C00685000,SPY,2025-11-26,685.00,call,0.01,0.01,0.00,0,0.01,3174,95256,5045,2025-11-26,0.05878,0.00624,0.00842,-0.01887,0.00627,0.00012
SPY251126P00685000,SPY,2025-11-26,685.00,put,4.75,4.86,3.51,1,6.21,1,10415,6,2025-11-26,0.01976,-1.00000,0.00000,0.07281,0.00000,-0.01877
SPY251126C00686000,SPY,2025-11-26,686.00,call,0.01,0.01,0.00,0,0.01,1199,14719,2062,2025-11-26,0.07829,0.01285,0.01190,-0.04709,0.01179,0.00024
SPY251126P00686000,SPY,2025-11-26,686.00,put,5.75,5.86,4.51,1,7.21,1,6378,2,2025-11-26,0.01976,-1.00000,0.00000,0.07291,0.00000,-0.01879
SPY251126C00687000,SPY,2025-11-26,687.00,call,0.01,0.01,0.00,0,0.01,1398,10189,1712,2025-11-26,0.07829,0.00485,0.00506,-0.01996,0.00501,0.00009
SPY251126P00687000,SPY,2025-11-26,687.00,put,6.63,7.44,6.67,2,8.21,1,2013,0,2025-11-26,0.13683,-0.93020,0.02752,-0.25806,0.04766,-0.01752
SPY251126C00688000,SPY,2025-11-26,688.00,call,0.01,0.01,0.00,0,0.01,1643,4482,2463,2025-11-26,0.09780,0.00930,0.00719,-0.04420,0.00890,0.00017
SPY251126P00688000,SPY,2025-11-26,688.00,put,7.60,7.89,6.64,1,9.14,1,354,0,2025-11-26,0.01976,-1.00000,0.00000,0.07313,0.00000,-0.01885
SPY251126C00689000,SPY,2025-11-26,689.00,call,0.01,0.01,0.00,0,0.01,2317,2515,1914,2025-11-26,0.09780,0.00418,0.00354,-0.02175,0.00439,0.00008
SPY251126P00689000,SPY,2025-11-26,689.00,put,8.90,8.74,7.51,1,9.97,1,1358,2,2025-11-26,0.01976,-1.00000,0.00000,0.07323,0.00000,-0.01887
SPY251126C00690000,SPY,2025-11-26,690.00,call,0.01,0.01,0.00,0,0.01,2642,9068,2447,2025-11-26,0.11731,0.00747,0.00495,-0.04361,0.00734,0.00014
SPY251126P00690000,SPY,2025-11-26,690.00,put,9.57,9.86,8.51,1,11.21,1,453,1,2025-11-26,0.01976,-1.00000,0.00000,0.07334,0.00000,-0.01890
SPY251126C00691000,SPY,2025-11-26,691.00,call,0.01,0.01,0.00,0,0.01,888,1914,588,2025-11-26,0.11731,0.00380,0.00271,-0.02387,0.00402,0.00007
SPY251126P00691000,SPY,2025-11-26,691.00,put,10.30,10.86,9.51,1,12.21,1,269,0,2025-11-26,0.01976,-1.00000,0.00000,0.07345,0.00000,-0.01893
SPY251126C00692000,SPY,2025-11-26,692.00,call,0.01,0.01,0.00,0,0.01,887,149,1205,2025-11-26,0.13683,0.00639,0.00369,-0.04422,0.00640,0.00012
SPY251126P00692000,SPY,2025-11-26,692.00,put,10.73,11.86,10.51,1,13.21,1,4,0,2025-11-26,0.01976,-1.00000,0.00000,0.07355,0.00000,-0.01896
SPY251126C00693000,SPY,2025-11-26,693.00,call,0.01,0.01,0.00,0,0.01,642,20,539,2025-11-26,0.13683,0.00356,0.00219,-0.02621,0.00379,0.00007
SPY251126P00693000,SPY,2025-11-26,693.00,put,11.77,12.86,11.51,1,14.21,1,26,8,2025-11-26,0.01976,-1.00000,0.00000,0.07366,0.00000,-0.01898
SPY251126C00694000,SPY,2025-11-26,694.00,call,0.01,0.01,0.00,0,0.01,1018,29,778,2025-11-26,0.15634,0.00569,0.00292,-0.04552,0.00577,0.00011
SPY251126P00694000,SPY,2025-11-26,694.00,put,13.64,13.86,12.51,1,15.21,1,35,0,2025-11-26,0.01976,-1.00000,0.00000,0.07377,0.00000,-0.01901
SPY251126C00695000,SPY,2025-11-26,695.00,call,0.01,0.01,0.00,0,0.01,1393,119,2049,2025-11-26,0.15634,0.00340,0.00184,-0.02870,0.00364,0.00006
SPY251126P00695000,SPY,2025-11-26,695.00,put,15.24,14.86,13.51,1,16.21,1,63,4,2025-11-26,0.01976,-1.00000,0.00000,0.07387,0.00000,-0.01904
SPY251126C00696000,SPY,2025-11-26,696.00,call,0.01,0.01,0.00,0,0.01,1768,43,472,2025-11-26,0.17585,0.00521,0.00240,-0.04728,0.00533,0.00010
SPY251126P00696000,SPY,2025-11-26,696.00,put,16.24,15.86,14.51,1,17.21,1,69,0,2025-11-26,0.01976,-1.00000,0.00000,0.07398,0.00000,-0.01907
SPY251126C00697000,SPY,2025-11-26,697.00,call,0.01,0.01,0.00,0,0.01,2143,36,1629,2025-11-26,0.17585,0.00329,0.00159,-0.03131,0.00353,0.00006
SPY251126P00697000,SPY,2025-11-26,697.00,put,16.67,16.86,15.51,1,18.21,1,32,1,2025-11-26,0.01976,-1.00000,0.00000,0.07408,0.00000,-0.01909
SPY251126C00698000,SPY,2025-11-26,698.00,call,0.01,0.01,0.00,0,0.01,2643,7,424,2025-11-26,0.19536,0.00486,0.00203,-0.04936,0.00502,0.00009
SPY251126P00698000,SPY,2025-11-26,698.00,put,0.00,17.86,16.51,1,19.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07419,0.00000,-0.01912
SPY251126C00699000,SPY,2025-11-26,699.00,call,0.01,0.01,0.00,0,0.01,3143,2,96,2025-11-26,0.19536,0.00321,0.00140,-0.03402,0.00346,0.00006
SPY251126P00699000,SPY,2025-11-26,699.00,put,17.57,18.86,17.51,1,20.21,1,2,0,2025-11-26,0.01976,-1.00000,0.00000,0.07430,0.00000,-0.01915
SPY251126C00700000,SPY,2025-11-26,700.00,call,0.01,0.01,0.00,0,0.01,3518,43,2908,2025-11-26,0.21487,0.00461,0.00176,-0.05169,0.00478,0.00009
SPY251126P00700000,SPY,2025-11-26,700.00,put,18.94,19.86,18.51,1,21.21,1,73,0,2025-11-26,0.01976,-1.00000,0.00000,0.07440,0.00000,-0.01918
SPY251126C00701000,SPY,2025-11-26,701.00,call,0.01,0.01,0.00,0,0.01,572,0,1245,2025-11-26,0.21487,0.00316,0.00125,-0.03684,0.00341,0.00006
SPY251126P00701000,SPY,2025-11-26,701.00,put,0.00,20.86,19.51,1,22.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07451,0.00000,-0.01920
SPY251126C00702000,SPY,2025-11-26,702.00,call,0.01,0.01,0.00,0,0.01,572,0,2326,2025-11-26,0.23438,0.00441,0.00155,-0.05422,0.00460,0.00008
SPY251126P00702000,SPY,2025-11-26,702.00,put,0.00,21.86,20.51,1,23.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07462,0.00000,-0.01923
SPY251126C00703000,SPY,2025-11-26,703.00,call,0.01,0.01,0.00,0,0.01,572,0,745,2025-11-26,0.23438,0.00312,0.00114,-0.03973,0.00337,0.00006
SPY251126P00703000,SPY,2025-11-26,703.00,put,22.32,22.86,21.51,1,24.21,1,2,4,2025-11-26,0.01976,-1.00000,0.00000,0.07472,0.00000,-0.01926
SPY251126C00704000,SPY,2025-11-26,704.00,call,0.01,0.01,0.00,0,0.01,572,0,1078,2025-11-26,0.25390,0.00426,0.00139,-0.05691,0.00446,0.00008
SPY251126P00704000,SPY,2025-11-26,704.00,put,0.00,23.86,22.51,1,25.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07483,0.00000,-0.01929
SPY251126C00705000,SPY,2025-11-26,705.00,call,0.01,0.01,0.00,0,0.01,572,0,1867,2025-11-26,0.25390,0.00309,0.00104,-0.04272,0.00335,0.00006
SPY251126P00705000,SPY,2025-11-26,705.00,put,0.00,24.86,23.51,1,26.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07493,0.00000,-0.01931
SPY251126C00706000,SPY,2025-11-26,706.00,call,0.01,0.01,0.00,0,0.01,572,0,485,2025-11-26,0.27341,0.00414,0.00126,-0.05974,0.00435,0.00008
SPY251126P00706000,SPY,2025-11-26,706.00,put,0.00,25.86,24.51,1,27.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07504,0.00000,-0.01934
SPY251126C00707000,SPY,2025-11-26,707.00,call,0.01,0.01,0.00,0,0.01,572,0,827,2025-11-26,0.27341,0.00308,0.00096,-0.04578,0.00333,0.00006
SPY251126P00707000,SPY,2025-11-26,707.00,put,0.00,26.86,25.51,1,28.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07515,0.00000,-0.01937
SPY251126C00708000,SPY,2025-11-26,708.00,call,0.01,0.01,0.00,0,0.01,572,0,940,2025-11-26,0.29292,0.00405,0.00115,-0.06270,0.00426,0.00008
SPY251126P00708000,SPY,2025-11-26,708.00,put,0.00,27.86,26.51,1,29.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07525,0.00000,-0.01940
SPY251126C00709000,SPY,2025-11-26,709.00,call,0.01,0.01,0.00,0,0.01,572,0,2923,2025-11-26,0.29292,0.00307,0.00090,-0.04893,0.00333,0.00006
SPY251126P00709000,SPY,2025-11-26,709.00,put,0.00,28.86,27.51,1,30.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07536,0.00000,-0.01942
SPY251126C00710000,SPY,2025-11-26,710.00,call,0.01,0.01,0.00,0,0.01,3893,4,2002,2025-11-26,0.31243,0.00398,0.00106,-0.06578,0.00419,0.00007
SPY251126P00710000,SPY,2025-11-26,710.00,put,0.00,29.86,28.51,1,31.21,1,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07547,0.00000,-0.01945
SPY251126C00715000,SPY,2025-11-26,715.00,call,0.01,0.01,0.00,0,0.01,572,0,3603,2025-11-26,0.35146,0.00308,0.00075,-0.05883,0.00334,0.00006
SPY251126P00715000,SPY,2025-11-26,715.00,put,0.00,34.86,33.51,1,36.21,1,0,2,2025-11-26,0.01976,-1.00000,0.00000,0.07600,0.00000,-0.01959
SPY251126C00720000,SPY,2025-11-26,720.00,call,0.01,0.01,0.00,0,0.01,572,0,2124,2025-11-26,0.39048,0.00252,0.00056,-0.05452,0.00278,0.00005
SPY251126P00720000,SPY,2025-11-26,720.00,put,0.00,39.84,38.43,10,41.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07653,0.00000,-0.01972
SPY251126C00725000,SPY,2025-11-26,725.00,call,0.01,0.01,0.00,0,0.01,572,5,452,2025-11-26,0.42950,0.00215,0.00044,-0.05187,0.00241,0.00004
SPY251126P00725000,SPY,2025-11-26,725.00,put,0.00,44.85,43.44,10,46.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07706,0.00000,-0.01986
SPY251126C00730000,SPY,2025-11-26,730.00,call,0.01,0.01,0.00,0,0.01,572,0,694,2025-11-26,0.46853,0.00189,0.00036,-0.05035,0.00214,0.00003
SPY251126P00730000,SPY,2025-11-26,730.00,put,0.00,49.85,48.44,10,51.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07759,0.00000,-0.02000
SPY251126C00735000,SPY,2025-11-26,735.00,call,0.02,0.01,0.00,0,0.01,572,0,161,2025-11-26,0.50755,0.00171,0.00030,-0.04964,0.00195,0.00003
SPY251126P00735000,SPY,2025-11-26,735.00,put,0.00,54.85,53.44,10,56.26,29,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07812,0.00000,-0.02013
SPY251126C00740000,SPY,2025-11-26,740.00,call,0.01,0.01,0.00,0,0.01,572,10,936,2025-11-26,0.54657,0.00157,0.00026,-0.04952,0.00181,0.00003
SPY251126P00740000,SPY,2025-11-26,740.00,put,0.00,59.84,58.43,10,61.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07865,0.00000,-0.02027
SPY251126C00745000,SPY,2025-11-26,745.00,call,0.01,0.01,0.00,0,0.01,572,0,96,2025-11-26,0.58560,0.00147,0.00023,-0.04986,0.00170,0.00003
SPY251126P00745000,SPY,2025-11-26,745.00,put,0.00,64.85,63.44,10,66.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07919,0.00000,-0.02041
SPY251126C00750000,SPY,2025-11-26,750.00,call,0.01,0.01,0.00,0,0.01,3893,1,1180,2025-11-26,0.62462,0.00139,0.00020,-0.05058,0.00162,0.00003
SPY251126P00750000,SPY,2025-11-26,750.00,put,0.00,69.85,68.44,10,71.26,30,0,0,2025-11-26,0.01976,-1.00000,0.00000,0.07972,0.00000,-0.02055
SPY251128C00350000,SPY,2025-11-28,350.00,call,324.06,330.21,328.81,21,331.60,10,0,3,2025-11-26,3.84405,0.99335,0.00010,-0.93757,0.00937,0.01890
SPY251128P00350000,SPY,2025-11-28,350.00,put,0.00,0.01,0.00,0,0.01,925,0,884,2025-11-26,2.67335,-0.00028,0.00001,-0.03443,0.00052,-0.00001
SPY251128C00355000,SPY,2025-11-28,355.00,call,0.00,325.21,323.82,2,326.60,10,0,0,2025-11-26,3.76601,0.99324,0.00010,-0.93170,0.00950,0.01917
SPY251128P00355000,SPY,2025-11-28,355.00,put,0.00,0.01,0.00,0,0.01,925,0,28,2025-11-26,2.61481,-0.00028,0.00001,-0.03372,0.00052,-0.00001
SPY251128C00360000,SPY,2025-11-28,360.00,call,314.44,320.21,318.82,10,321.60,10,0,0,2025-11-26,3.68796,0.99315,0.00010,-0.92413,0.00961,0.01944
SPY251128P00360000,SPY,2025-11-28,360.00,put,0.01,0.01,0.00,0,0.01,923,40,278,2025-11-26,2.57579,-0.00030,0.00001,-0.03607,0.00056,-0.00001
SPY251128C00365000,SPY,2025-11-28,365.00,call,0.00,315.21,313.82,10,316.60,10,0,0,2025-11-26,3.60991,0.99307,0.00011,-0.91483,0.00971,0.01971
SPY251128P00365000,SPY,2025-11-28,365.00,put,0.00,0.01,0.00,0,0.01,923,0,297,2025-11-26,2.51726,-0.00030,0.00001,-0.03508,0.00056,-0.00001
SPY251128C00370000,SPY,2025-11-28,370.00,call,0.00,310.21,308.82,10,311.60,10,0,0,2025-11-26,3.55138,0.99277,0.00011,-0.93468,0.01009,0.01998
SPY251128P00370000,SPY,2025-11-28,370.00,put,0.00,0.01,0.00,0,0.01,921,0,741,2025-11-26,2.45872,-0.00030,0.00001,-0.03397,0.00055,-0.00001
SPY251128C00375000,SPY,2025-11-28,375.00,call,278.42,305.22,303.82,10,306.61,10,0,75,2025-11-26,3.47333,0.99271,0.00012,-0.92218,0.01017,0.02025
SPY251128P00375000,SPY,2025-11-28,375.00,put,0.00,0.01,0.00,0,0.01,921,0,809,2025-11-26,2.41970,-0.00032,0.00001,-0.03611,0.00060,-0.00001
SPY251128C00380000,SPY,2025-11-28,380.00,call,0.00,300.22,298.82,30,301.61,10,0,0,2025-11-26,3.41479,0.99240,0.00012,-0.93988,0.01054,0.02051
SPY251128P00380000,SPY,2025-11-28,380.00,put,0.00,0.01,0.00,0,0.01,919,0,2410,2025-11-26,2.36116,-0.00032,0.00001,-0.03471,0.00059,-0.00001
SPY251128C00385000,SPY,2025-11-28,385.00,call,0.00,295.22,293.83,10,296.61,10,0,0,2025-11-26,3.33675,0.99236,0.00013,-0.92409,0.01059,0.02078
SPY251128P00385000,SPY,2025-11-28,385.00,put,0.00,0.01,0.00,0,0.01,917,0,10431,2025-11-26,2.30263,-0.00031,0.00001,-0.03319,0.00058,-0.00001
SPY251128C00390000,SPY,2025-11-28,390.00,call,288.00,290.22,288.83,10,291.61,10,0,25,2025-11-26,3.25870,0.99233,0.00013,-0.90657,0.01063,0.02106
SPY251128P00390000,SPY,2025-11-28,390.00,put,0.00,0.01,0.00,0,0.01,917,0,8555,2025-11-26,2.26360,-0.00034,0.00001,-0.03504,0.00062,-0.00001
SPY251128C00395000,SPY,2025-11-28,395.00,call,270.24,285.22,283.83,10,286.61,10,0,29,2025-11-26,3.20017,0.99203,0.00014,-0.92038,0.01099,0.02132
SPY251128P00395000,SPY,2025-11-28,395.00,put,0.00,0.01,0.00,0,0.01,915,0,1627,2025-11-26,2.20507,-0.00033,0.00001,-0.03324,0.00060,-0.00001
SPY251128C00400000,SPY,2025-11-28,400.00,call,274.14,280.23,278.83,18,281.62,10,0,14,2025-11-26,3.14163,0.99173,0.00014,-0.93338,0.01135,0.02158
SPY251128P00400000,SPY,2025-11-28,400.00,put,0.00,0.01,0.00,0,0.01,913,0,1593,2025-11-26,2.16604,-0.00035,0.00001,-0.03494,0.00065,-0.00001
SPY251128C00405000,SPY,2025-11-28,405.00,call,259.53,275.23,273.84,2,276.62,10,0,1,2025-11-26,3.06358,0.99174,0.00015,-0.91086,0.01134,0.02185
SPY251128P00405000,SPY,2025-11-28,405.00,put,0.00,0.01,0.00,0,0.01,911,0,994,2025-11-26,2.10751,-0.00034,0.00001,-0.03285,0.00062,-0.00001
SPY251128C00410000,SPY,2025-11-28,410.00,call,264.34,270.23,268.84,10,271.62,10,0,14,2025-11-26,3.00505,0.99145,0.00015,-0.92133,0.01169,0.02212
SPY251128P00410000,SPY,2025-11-28,410.00,put,0.00,0.01,0.00,0,0.01,909,0,1681,2025-11-26,2.06849,-0.00036,0.00001,-0.03438,0.00067,-0.00001
SPY251128C00415000,SPY,2025-11-28,415.00,call,250.40,265.23,265.04,15,265.41,15,0,298,2025-11-26,2.94651,0.99115,0.00016,-0.93089,0.01205,0.02238
SPY251128P00415000,SPY,2025-11-28,415.00,put,0.00,0.01,0.00,0,0.01,907,0,589,2025-11-26,2.00995,-0.00035,0.00001,-0.03202,0.00064,-0.00001
SPY251128C00420000,SPY,2025-11-28,420.00,call,249.97,260.24,258.84,10,261.63,10,0,13,2025-11-26,2.88798,0.99085,0.00017,-0.93950,0.01240,0.02264
SPY251128P00420000,SPY,2025-11-28,420.00,put,0.00,0.01,0.00,0,0.01,905,0,1927,2025-11-26,1.97093,-0.00037,0.00001,-0.03335,0.00068,-0.00001
SPY251128C00425000,SPY,2025-11-28,425.00,call,250.29,255.24,253.84,18,256.63,10,0,17,2025-11-26,2.80993,0.99092,0.00017,-0.91012,0.01232,0.02292
SPY251128P00425000,SPY,2025-11-28,425.00,put,0.00,0.01,0.00,0,0.01,903,0,3266,2025-11-26,1.93190,-0.00039,0.00001,-0.03468,0.00072,-0.00002
SPY251128C00430000,SPY,2025-11-28,430.00,call,244.58,250.24,248.84,30,251.63,10,0,61,2025-11-26,2.75140,0.99063,0.00018,-0.91598,0.01266,0.02318
SPY251128P00430000,SPY,2025-11-28,430.00,put,0.00,0.01,0.00,0,0.01,901,0,3524,2025-11-26,1.87337,-0.00037,0.00001,-0.03185,0.00068,-0.00001
